indicator_code,indicator_name,last_published,days_since,status
FINPROTECTION_IMP_P_365_LEVEL_MILLION,"Total population pushed further below the $3.65 a day poverty line by household health expenditures (millions, regional, global)",2023-05-18,1222,ok
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2026-08-05,47,ok
TB_notif_num,Number of people notified with new episode of TB in a given year,2024-05-06,868,ok
TAXBEV_TOTALTAXES,Total taxes on beverages (%),2025-12-16,279,ok
TOBACCO_MPOWER_E2_INDIRECTADBANS,Tobacco Enforce bans: E2 indirect advertising,2025-07-18,430,ok
WCO_DISTRIBUTION_INTANDLOC_PER100,Gender distribution between international and local WCO staff,,,empty
SA_0000001828_AA,"Regional prevalence, alcohol-attributable DALYs, (%)",,,empty
Yth_nonsmoked_svy_title,Name of latest youth prevalence survey (nonsmoked),2023-12-07,1019,ok
SDGHEALTHFACILITIESESSENTIALMEDS,Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis,2020-04-24,2341,ok
TB_cc_prct_Q1,Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB among Q1 (lowest) income or expenditure quantile.,2024-05-06,868,ok
IHRSPAR2_C03,Financing,2024-05-14,860,ok
PRISON_F1_DRUGUSERS_TOT,"In-prison people who use/have used drugs (number of prisoners, in the last 12 months)",2023-01-23,1337,ok
TOBACCO_MPOWER_M4_SMOKELESSECIGARETTESSCHOOL,"Tobacco Monitor: school-based national surveys, smokeless tobacco or e-cigarettes",2026-01-27,237,ok
TAXBEV_VATSALES,Value-added/sales tax on beverages (%),2025-12-16,279,ok
WCO_PARTNERSDONORS,Partners and donors,,,empty
SA_0000001839,"Alcohol, heavy continuous drinkers past year (%)",2025-05-22,487,ok
SA_0000001842,"Alcohol, 15-19 years heavy continuous drinkers, drinkers only, past year (%)",2025-05-23,486,ok
NCD_CCS_bone_marrow,General availability of bone marrow transplantation in the public health system,2022-04-25,1610,ok
NCD_CCS_CHOL_SVY,"Has conducted a recent, national adult risk factor survey covering raised total cholesterol",2022-04-25,1610,ok
PRISON_D4_MDRTB_DIAG_TOT,In-prison MDR-TB diagnosis (number of diagnoses),2023-01-23,1337,ok
TAXBEV_PRICE,Beverage price,2025-12-16,279,ok
STI_CHLAMYDIA_CASES_NUM,Reported cases of chlamydia (number),2025-03-20,550,ok
FOODBORNE_DALY_CASE_GE5,"Foodborne disability-adjusted life years per case, aged 5 years and above",,,empty
SCSUD_STSPROGRESS,"Substance use disorders service coverage, specialized treatment services progress",2024-09-03,748,ok
WCO_TEAMCOMPOSITION_NUM,"Team composition, number of staff",,,empty
SDGIHR2021,"International Health Regulations core capacity scores, SPAR version, 2nd edition",2026-07-20,63,ok
cpmowho,"Archived, see health inequality website",,,empty
FOODBORNE_DALY_LT5,"Foodborne disability-adjusted life years, aged less than 5 years",,,empty
FOODSAFETY_IHR_PERCENT,Food safety IHR (%),2025-10-22,334,ok
STI_GONORRHOEA_INCIDENCE_PER1000,Incident cases of gonorrhoea in individuals (per 1000),2023-07-25,1154,ok
SW_SYPHILISPREV_PERCENT,Sex workers: Syphilis prevalence (percent),2025-03-20,550,ok
SA_0000001846,Advertising restrictions in e-sports,,,empty
HAZARD_YLD_GE5,"Years lived with disability caused by hazards, aged 5 years and above",,,empty
P_compl_p5,Compliance with smoke-free indoor offices law (score),2023-10-31,1056,ok
TOBACCO_MPOWER_M2_SMOKELESSECIGARETTES,"Tobacco Monitor: population-based national surveys, smokeless tobacco or e-cigarettes",2026-01-30,234,ok
CCH_SURVEY_AGREEMENT_MOH_OTHERSECTORS,Agreement in place between the Ministry of Health and other sector(s) in relation to health and climate change policy or programs,2023-02-01,1328,ok
vbcg,"Archived, see health inequality website",,,empty
NLIS_NU_CA_095,NLIS: Minimum acceptable diet (MAD) in children 6-23 months (%),,,empty
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",2026-03-16,189,ok
TOBACCO_MPOWER_W1B_TOBACCOSMOKED,Tobacco Warning: W1b smoked tobacco packaging health warnings,2025-07-18,430,ok
IHRSPAR_CAPACITY05,Laboratory (SPAR),,,empty
NCD_CCS_BPmsmt,General availability of blood pressure measurement at the primary health care level,2022-04-25,1610,ok
FOODBORNE_DTH_100K_LT5,"Foodborne deaths per 100 000, aged less than 5 years",,,empty
POP_PERCEIVED_BARRIERS_CARE_EUROSTAT,"Percentage of population reporting perceived barriers to care (geographical, sociocultural, financial) [Eurostat]",,,empty
STI_CHLAMYDIA_INCIDENCE_PER1000,Incident cases of chlamydia in individuals (per 1000),2023-07-25,1154,ok
WCO_UNCOLLABORATION,Collaboration with United Nations System,,,empty
ASSISTIVETECH_SATISFACTIONACTIVITIES,Satisfaction with assistive products for different environments and activities (%),2022-05-10,1595,ok
MH_27,Publication year of the policy or plan (latest revision),2019-04-25,2706,ok
HIV_0000000028,"HIV tests performed where results were received by a person (testing volume), estimated number per 1000 population",,,empty
TAXBEV_EXCISE,Excise taxes on beverages (%),2025-12-16,279,ok
NUT_BF_CBF,Continued breastfeeding 12-23 months,2026-06-09,104,ok
NCD_CCS_EyePlan,Existence of operational policy/strategy/action plan for eye health,2022-04-25,1610,ok
FOODBORNE_YLL_100K_TOTAL,"Foodborne years of life lost per 100 000, all ages",,,empty
FINPROTECTION_IMP_BNLFHU_P_HH,"Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities - developed by WHO/Europe) (%, national)",2023-05-31,1209,ok
FOODBORNE_YLD_100K,Foodborne years lived with disability per 100 000,2026-06-03,110,ok
TB_Notification_agesex_num,The number of new and relapse cases of tuberculosis detected in a given year by age and sex,2024-05-06,868,ok
IMMUNIZATION_VACCINATIONCARDSSEEN,Proportion of vaccination cards seen (%),2024-02-21,943,ok
HEPATITIS_HCV_LIVINGWITH_NUM,People living with chronic hepatitis C (HCV) (number),2026-08-03,49,ok
VACCINECOVERAGE_YFV,Yellow fever vaccine (YFV) immunization coverage among 1-year olds (%),2026-07-14,69,ok
TOBACCO_MPOWER_W2B_TOBACCOSMOKED,"Tobacco Warning: W2b smoked tobacco packaging health warnings, other characteristics",2025-07-18,430,ok
R_Ad_val,Taxes as a % of price: ad valorem excise,2024-01-12,983,ok
FOODBORNE_YLD_LT5,"Foodborne years lived with disability, aged less than 5 years",,,empty
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,2023-04-20,1250,ok
FOODBORNE_YLD_TOTAL,"Foodborne years lived with disability, all ages",,,empty
ASSISTIVETECH_SATISFACTIONSERVICES,Satisfaction with assistive products and related services (%),2022-05-10,1595,ok
SCSUD_MEDBIS,"Substance use disorders service coverage, medicine included in basic insurance package",2024-09-03,748,ok
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2022-04-04,1631,ok
ESSENTIAL_HEALTH_SERVICES_COVERAGE,Coverage of essential health services,,,empty
HEPATITIS_HBV_PREVALENCE_PER100,Prevalence of chronic hepatitis B (HBV) in the general population (%),2026-08-03,49,ok
ASSISTIVETECH_BARRIERAT,Barriers to accessing assistive products (%),2022-05-10,1595,ok
WCO_INTERGOVERNMENTALORGANIZATIONS,Collaboration with Intergovernmental Organizations,,,empty
NUTRITION_VOLTRON,Chimera voltron indicator to show summary table,,,empty
HIV_VIRALLOADSUPPRESSEDART,Percentage of people living with HIV receiving treatment who have suppressed viral loads,2026-07-31,52,ok
NCD_HYP_CONTROL_C,"Hypertension: effective treatment coverage (controlled hypertension) among adults aged 30-79 with hypertension, crude (%)",2021-08-20,1858,ok
PRISON_D3_DEATHS_SUICIDE_MRATE,In-prison suicide mortality rate (per 100 000 incarcerated persons per year),2023-01-23,1337,ok
NUT_CF_MDD,Minimum dietary diversity 6-23 months,2026-06-09,104,ok
M1_adult_recent,Most recent survey among adults was recent (in the past 5 years),2023-11-14,1042,ok
WCO_FUNDING_TYPE_STRATEGY_PER100,Funds available per type of country office by Strategy (%),,,empty
STI_GONORRHOEA_INCIDENTCASES,Incident cases of gonorrhoea in individuals (in thousands),2023-07-25,1154,ok
NCD_CCS_OBES_TARGET,Existence of a national target on obesity,2022-04-25,1610,ok
GHE_DALY_NUMERIC,to be retired,,,empty
HIV_0000000027,"HIV tests performed where results were received by a person (testing volume), reported number",2025-08-07,410,ok
ORALHEALTH_EMLDENTALPREP,Presence of an EML with dental preparations,,,empty
GHE_DEATHS_NUMERIC,to be retired,,,empty
NCD_CCS_CVD_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of cardiovascular diseases,2022-04-25,1610,ok
R_Sp_excise,Taxes as a % of price: specific excise,2024-02-22,942,ok
NCD_HYP_TREATMENT_A,"Hypertension treatment coverage among adults aged 30-79 with hypertension, age-standardized (%)",2025-10-30,326,ok
M_Est_cig_daily_std,Estimate of daily cigarette smoking prevalence (%) (age-standardized),,,empty
FOODBORNE_YLL_100K_GE5,"Foodborne years of life lost per 100 000, aged 5 years and above",,,empty
SOCIETAL_DIALOGUE_HEALTH_AGENDA,Country uses societal dialogue as a mechanism for prioritizing and co-shaping the health agenda,,,empty
FOODBORNE_YLD_GE5,"Foodborne years lived with disability, aged 5 years and above",,,empty
NCD_CCS_TOB_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of tobacco dependence,2022-04-25,1610,ok
PRISON_F1_ALCOHOL_TOT,"In-prison people who drink/drank alcohol (number of prisoners, in the last 12 months)",2023-01-23,1337,ok
TAXBEV_ALCOHOLBASEDTIERED,"If tiered on the beverage, the tiers are alcohol-based",2025-12-17,278,ok
AMRGLASS_SURVL04,"Archived, see GLASS dashboard",,,empty
FINANCIALHARDSHIP_MILLIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (millions)",2025-11-19,306,ok
M5_youth_representative,Most recent school-based survey among adolescents was representative of the national population,2023-11-14,1042,ok
P_compl_p7,Compliance with smoke-free pubs and bars law (score),2023-10-31,1056,ok
HAZARD_DALY_GE5,"Disability-adjusted life years caused by hazards, aged 5 years and above",,,empty
ASSISTIVETECH_Q04,Existence of responsible ministry/authority on assistive technology,2021-12-10,1746,ok
Yth_daily_cig_smoking,Prevalence of daily cigarette smoking among adolescents (%),2023-12-07,1019,ok
GASPRSCRO,Proportion of isolates with decreased susceptibility or resistance (DS/R) to ceftriaxone reported to WHO-GASP,2024-02-09,955,ok
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),2022-04-04,1631,ok
IHRSPAR2_C06,Human resources,2024-05-14,860,ok
Yth_nonsmoked_national,Representation of latest youth prevalence survey (nonsmoked),2023-12-07,1019,ok
VACCINECOVERAGE_IPV1,Inactivated first-dose polio vaccine (IPV1) immunization coverage among 1-year-olds (%) (WUENIC),2026-07-14,69,ok
MSM_CONDOMUSE_PERCENT,Men who have sex with men: Condom use (percent),2025-03-20,550,ok
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2024 US$ millions),2026-06-09,104,ok
TB_ps_prev_bc_100k_byagegroup,"Prevalence of bacteriologically-confirmed pulmonary TB among those aged ≥15 years, per 100,000 population by age group",2024-05-06,868,ok
MSM_PSE_NUM,Men who have sex with men: Population size estimate (number),2025-03-20,550,ok
WCO_COLINKS,Relevants Country Offices links,,,empty
URBAN_POP_SLUM,"Proportion of urban population living in slums, informal settlements or inadequate housing",,,empty
GASPRSCIP,Proportion of isolates with resistance to ciprofloxacin reported to WHO-GASP,2024-02-09,955,ok
TAXBEV_VATSPECIAL_LOHI,Special VAT is lower or higher than standard VAT,2025-12-16,279,ok
TAXBEV_EXCISE_APPLIED_YN,Excise taxes are applied on beverages,2025-12-16,279,ok
HEPATITIS_HCV_TREATMENT_INITIATED_NUM,Persons initiated chronic hepatitis C(HCV) treatment (number),2026-08-03,49,ok
SCSUD_GOVPAL,"Substance use disorders service coverage, availability of policy, action plan and legislation",2024-09-03,748,ok
ASSISTIVETECH_Q01,Existence of legislation on access to assistive technology,2021-12-10,1746,ok
SRH_ABORTION_RATE,Abortion rate (model-estimated),2023-04-26,1244,ok
HEPATITIS_HCV_PREVALENCE_PER100,Prevalence of chronic hepatitis C (HCV) ) in the general population (%),2026-08-03,49,ok
Adult_curr_tob_smoking,"Archived, see TOBACCO_INDICATOR",,,empty
HAZARD_DALY_LT5,"Disability-adjusted life years caused by hazards, aged less than 5 years",,,empty
GASPRSAZM,Proportion of isolates with resistance to azithromycin reported to WHO-GASP,2024-02-09,955,ok
ORALHEALTH_NCD_STAFF,Presence of dedicated staff for oral health working on NCDs at the MoH,2023-04-17,1253,ok
AIR_72,"Archived, see AP_BOD_HIST mart",,,empty
Yth_daily_e-cig,Prevalence of daily e-cigarette use among adolescents (%),2023-12-11,1015,ok
FOODBORNE_ILL_GE5,"Foodborne illnesses, aged 5 years and above",,,empty
FINPROTECTION_IMP_NP_365_LEVEL_MILLION,"Total population pushed below the $3.65 a day poverty line by household health expenditures (millions, regional, global)",2023-05-18,1222,ok
FINPROTECTION_IMP_P_365_LEVEL_SH,"Total population pushed further below the $3.65 a day poverty line by household health expenditures (%, regional, global)",2023-05-18,1222,ok
FINPROTECTION_IMP_PG_RELPL_STD,"Increase in poverty gap due to household health expenditures, expressed as a proportion of a relative poverty line - 60% of median daily per capita consumption or income (%, nation",2023-05-25,1215,ok
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,2025-12-19,276,ok
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,2023-04-20,1250,ok
NTD_BU_SUSP,Number of suspected cases of Buruli ulcer reported,2025-10-30,326,ok
TOBACCO_MPOWER_W3_MASSMEDIA,Tobacco Warning: W3 anti-tobacco mass-media campaigns,2025-07-06,442,ok
NCD_CCS_TOB_TARGET,Existence of a national target on tobacco,2022-04-25,1610,ok
NCD_CCS_TransFat,Existence of national policies on trans-fatty acid elimination,2022-04-25,1610,ok
ASSISTIVETECH_Q02,Coverage of people in need of assistive technology by legislation,2021-12-10,1746,ok
FINPROTECTION_IMP_BNLFHU_TOT_HH,"Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities - developed by WHO/Europe) by out-of-pocket payments (%, national",2023-05-31,1209,ok
PRISON_D3_DEATHS_COVID_MRATE,In-prison COVID-19 mortality rate (per 100 000 incarcerated persons per year),2023-01-23,1337,ok
CHILDMORT10TO19,Adolescent mortality rate (per 1 000 age specific cohort),2023-04-11,1259,ok
WCO_HEADSWHO_WRS_NUM,Number of Heads of WHO Country Offices/WRs,,,empty
NCD_CCS_PA_POL_AGEING,Existence of policy promoting physical activity: active ageing,2022-05-31,1574,ok
ANC_ATLEAST1VISIT_PERCENT,Antenatal care coverage - at least one visit (percent),2025-03-20,550,ok
NCD_HYP_DIAGNOSIS_C,"Hypertension: diagnosis coverage among adults aged 30-79 with hypertension, crude (%)",2025-10-30,326,ok
E_compl_e13,Compliance with ban on appearance of tobacco brands in TV and/or films (score),2023-10-31,1056,ok
FOODBORNE_YLL_100K,Foodborne years of life lost per 100 000,2026-06-03,110,ok
NCD_CCS_DIET_AWARE,Implementation of a nutrition public awareness program,2022-04-25,1610,ok
HWF_0026,Nursing personnel (%),2026-01-23,241,ok
O_Cytisine_ins,Cytisine - cost covered,2023-10-31,1056,ok
GASPTICIP,Number of isolates tested for ciprofloxacin,2024-02-09,955,ok
E_comprehensive_subnat,"Subnational bans on advertising, promotion and sponsorship - at least one jurisdiction has a comprehensive ban in place",2023-10-31,1056,ok
TOBACCO_MPOWER_M3_PREVALENCE,"Tobacco Monitor: school-based national surveys, tobacco use, tobacco smoking, and cigarette smoking, prevalence",2026-02-04,229,ok
PRISON_C8_CONDOMS,In-prison condoms free of charge,2023-01-23,1337,ok
TG_PSE_NUM,Transgender: Population size estimate (number),2025-03-20,550,ok
FOODBORNE_YLD_100K_TOTAL,"Foodborne years lived with disability per 100 000, all ages",,,empty
TB_rdst_num_prct,The number of people with susceptibility test result for rifampicin among bacteriologically confirmed pulmonary TB patients expressed as percentage.,2024-05-06,868,ok
TOBACCO_MPOWER_W1A_CIGARETTES,Tobacco Warning: W1a cigarette packaging health warnings,2025-07-18,430,ok
